order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,item_count,seller_count,total_item_value,total_freight_value,total_payment_value,payment_installments,avg_review_score,review_count,delivery_days,estimated_delivery_days,delay_days,is_late,order_month,freight_to_item_ratio
e6ce16cb79ec1d90b1da9085a6118aeb,494dded5b201313c64ed7f100595b95c,delivered,2017-05-16 19:41:10,2017-05-16 19:50:18,2017-05-18 11:40:40,2017-05-29 11:18:31,2017-06-07,f2a85dec752b8517b5e58a06ff3cd937,20780,rio de janeiro,RJ,2.0,1.0,198.0,61.06,259.06,1.0,1.0,1.0,12.0,21,-9.0,0.0,2017-05,0.30838383838383837
34513ce0c4fab462a55830c0989c7edb,7711cf624183d843aafe81855097bc37,delivered,2017-07-13 19:58:11,2017-07-13 20:10:08,2017-07-14 18:43:29,2017-07-19 14:04:48,2017-08-08,782987b81c92239d922aa49d6bd4200b,4278,sao paulo,SP,1.0,1.0,98.0,16.13,114.13,1.0,4.0,1.0,5.0,25,-20.0,0.0,2017-07,0.16459183673469388
82566a660a982b15fb86e904c8d32918,d3e3b74c766bc6214e0c830b17ee2341,delivered,2018-06-07 10:06:19,2018-06-09 03:13:12,2018-06-11 13:29:00,2018-06-19 12:05:52,2018-07-18,e97109680b052ee858d93a539597bba7,35400,ouro preto,MG,1.0,1.0,31.9,18.23,50.13,1.0,5.0,1.0,12.0,40,-29.0,0.0,2018-06,0.571473354231975
5ff96c15d0b717ac6ad1f3d77225a350,19402a48fe860416adf93348aba37740,delivered,2018-07-25 17:44:10,2018-07-25 17:55:14,2018-07-26 13:16:00,2018-07-30 15:52:25,2018-08-08,e2dfa3127fedbbca9707b36304996dab,4812,sao paulo,SP,1.0,1.0,19.9,12.8,32.7,3.0,5.0,1.0,4.0,13,-9.0,0.0,2018-07,0.6432160804020102
432aaf21d85167c2c86ec9448c4e42cc,3df704f53d3f1d4818840b34ec672a9f,delivered,2018-03-01 14:14:28,2018-03-01 15:10:47,2018-03-02 21:09:20,2018-03-12 23:36:26,2018-03-21,04cf8185c71090d28baa4407b2e6d600,5271,sao paulo,SP,1.0,1.0,38.25,16.11,54.36,1.0,4.0,1.0,11.0,19,-9.0,0.0,2018-03,0.42117647058823526
dcb36b511fcac050b97cd5c05de84dc3,3b6828a50ffe546942b7a473d70ac0fc,delivered,2018-06-07 19:03:12,2018-06-12 23:31:02,2018-06-11 14:54:00,2018-06-21 15:34:32,2018-07-04,ccafc1c3f270410521c3c6f3b249870f,74820,goiania,GO,1.0,1.0,132.4,14.05,146.45,10.0,5.0,1.0,13.0,26,-13.0,0.0,2018-06,0.1061178247734139
403b97836b0c04a622354cf531062e5f,738b086814c6fcc74b8cc583f8516ee3,delivered,2018-01-02 19:00:43,2018-01-02 19:09:04,2018-01-03 18:19:09,2018-01-20 01:38:59,2018-02-06,6e26bbeaa107ec34112c64e1ee31c0f5,21381,rio de janeiro,RJ,1.0,1.0,1299.0,77.45,1376.45,10.0,,,17.0,34,-17.0,0.0,2018-01,0.05962278675904542
116f0b09343b49556bbad5f35bee0cdf,3187789bec990987628d7a9beb4dd6ac,delivered,2017-12-26 23:41:31,2017-12-26 23:50:22,2017-12-28 18:33:05,2018-01-08 22:36:36,2018-01-29,6087cfc70fd833cf2db637a5e6e9d76b,88780,imbituba,SC,1.0,1.0,27.99,15.1,43.09,4.0,5.0,1.0,12.0,33,-21.0,0.0,2017-12,0.5394783851375491
85ce859fd6dc634de8d2f1e290444043,059f7fc5719c7da6cbafe370971a8d70,delivered,2017-11-21 00:03:41,2017-11-21 00:14:22,2017-11-23 21:32:26,2017-11-27 18:28:00,2017-12-11,d0ff1a7468fcc46b8fc658ab35d2a12c,13186,hortolandia,SP,1.0,1.0,17.9,11.85,29.75,1.0,5.0,1.0,6.0,19,-14.0,0.0,2017-11,0.6620111731843575
83018ec114eee8641c97e08f7b4e926f,7f8c8b9c2ae27bf3300f670c3d478be8,delivered,2017-10-26 15:54:26,2017-10-26 16:08:14,2017-10-26 21:46:53,2017-11-08 22:22:00,2017-11-23,634f09f6075fe9032e6c19609ffe995a,44024,feira de santana,BA,1.0,1.0,76.0,16.97,92.97,1.0,4.0,1.0,13.0,27,-15.0,0.0,2017-10,0.2232894736842105
203096f03d82e0dffbc41ebc2e2bcfb7,d2b091571da224a1b36412c18bc3bbfe,delivered,2017-09-18 14:31:30,2017-09-19 04:04:09,2017-10-06 17:50:03,2017-10-09 22:23:46,2017-09-28,d699688533772c15a061e8ce81cb56df,4001,sao paulo,SP,1.0,1.0,109.9,8.96,118.86,1.0,2.0,1.0,21.0,9,11.0,1.0,2017-09,0.08152866242038218
f848643eec1d69395095eb3840d2051e,4fa1cd166fa598be6de80fa84eaade43,delivered,2018-03-15 08:52:40,2018-03-15 09:09:31,2018-03-15 19:52:48,2018-03-19 18:08:32,2018-03-29,68954feaafe4dd638f3bd3e2afa174ec,8473,sao paulo,SP,1.0,1.0,79.99,8.91,88.9,4.0,5.0,1.0,4.0,13,-10.0,0.0,2018-03,0.11138892361545194
2807d0e504d6d4894d41672727bc139f,72ae281627a6102d9b3718528b420f8a,delivered,2018-02-03 20:37:35,2018-02-03 20:50:22,2018-02-05 22:37:28,2018-02-08 16:13:46,2018-02-21,b8df986511d928829c3192c2ed081eba,3323,sao paulo,SP,1.0,1.0,9.5,7.78,17.28,1.0,3.0,1.0,4.0,17,-13.0,0.0,2018-02,0.8189473684210526
95266dbfb7e20354baba07964dac78d5,a166da34890074091a942054b36e4265,delivered,2018-01-08 07:55:29,2018-01-08 08:07:31,2018-01-24 23:16:37,2018-01-26 17:32:38,2018-02-21,451e48381edab7f1f6dbfa6d728616ff,89070,blumenau,SC,1.0,1.0,129.99,57.58,187.57,3.0,4.0,1.0,18.0,43,-26.0,0.0,2018-01,0.44295715055004226
f3e7c359154d965827355f39d6b1fdac,62b423aab58096ca514ba6aa06be2f98,delivered,2018-08-09 11:44:40,2018-08-10 03:24:51,2018-08-10 12:29:00,2018-08-13 18:24:27,2018-08-17,9c9242ad7f1b52d926ea76778e1c0c57,18052,sorocaba,SP,1.0,1.0,89.9,14.21,104.11,1.0,5.0,1.0,4.0,7,-4.0,0.0,2018-08,0.15806451612903225
fbf9ac61453ac646ce8ad9783d7d0af6,3a874b4d4c4b6543206ff5d89287f0c3,delivered,2018-02-20 23:46:53,2018-02-22 02:30:46,2018-02-26 22:25:22,2018-03-21 22:03:54,2018-03-12,a25d5f94840d3c6a1a49f271ed83f4ec,21715,rio de janeiro,RJ,1.0,1.0,109.9,15.53,125.43,1.0,2.0,1.0,28.0,19,9.0,1.0,2018-02,0.14131028207461327
acce194856392f074dbf9dada14d8d82,7e20bf5ca92da68200643bda76c504c6,delivered,2018-06-04 00:00:13,2018-06-05 00:35:10,2018-06-05 13:24:00,2018-06-16 15:20:55,2018-07-18,576ea0cab426cd8a00fad9a9c90a4494,41213,salvador,BA,2.0,2.0,130.4,97.28,227.68,10.0,1.0,1.0,12.0,43,-32.0,0.0,2018-06,0.7460122699386503
dd78f560c270f1909639c11b925620ea,8b212b9525f9e74e85e37ed6df37693e,delivered,2018-03-12 01:50:26,2018-03-12 03:28:34,2018-03-12 21:06:37,2018-03-21 14:41:50,2018-03-28,f4a7ef6bd931f83d75d83b71c94e90df,13568,sao carlos,SP,1.0,1.0,47.9,12.79,60.69,2.0,5.0,1.0,9.0,15,-7.0,0.0,2018-03,0.2670146137787056
91b2a010e1e45e6ba3d133fa997597be,cce89a605105b148387c52e286ac8335,delivered,2018-05-02 11:45:38,2018-05-03 12:55:01,2018-05-10 16:16:00,2018-05-16 20:56:24,2018-05-23,bd13608b9c6033892ce62269b50a0afc,9182,santo andre,SP,1.0,1.0,178.99,13.69,192.68,8.0,4.0,1.0,14.0,20,-7.0,0.0,2018-05,0.07648471981674954
ecab90c9933c58908d3d6add7c6f5ae3,761df82feda9778854c6dafdaeb567e4,delivered,2018-02-25 13:50:30,2018-02-25 14:47:35,2018-02-26 22:28:50,2018-03-27 23:29:14,2018-04-13,1428917cd397d4f9ac0fde76dd6f2266,69317,boa vista,RR,1.0,1.0,30.1,33.24,63.34,3.0,4.0,1.0,30.0,46,-17.0,0.0,2018-02,1.1043189368770765
f70a0aff17df5a6cdd9a7196128bd354,456dc10730fbdba34615447ea195d643,delivered,2017-08-10 11:58:33,2017-08-12 02:45:24,2017-08-17 15:35:07,2017-08-18 14:28:02,2017-08-23,1974875b4a1d2e2ee6d586e3ba4d7602,5634,sao paulo,SP,1.0,1.0,279.0,34.19,313.19,1.0,2.0,1.0,8.0,12,-5.0,0.0,2017-08,0.1225448028673835
1790eea0b567cf50911c057cf20f90f9,52142aa69d8d0e1247ab0cada0f76023,delivered,2018-04-16 21:15:39,2018-04-16 22:10:26,2018-04-18 13:05:09,2018-05-05 12:28:34,2018-05-15,a6fefcd9f434474cf6fcd8ed1102fd63,55540,palmares,PE,1.0,1.0,186.9,38.0,224.9,4.0,1.0,1.0,18.0,28,-10.0,0.0,2018-04,0.20331728196896737
989225ba6d0ebd5873335f7e01de2ae7,816f8653d5361cbf94e58c33f2502a5c,delivered,2017-12-12 13:56:04,2017-12-14 13:54:13,2017-12-16 00:18:57,2018-01-03 18:03:36,2018-01-08,37363700139c1aef873bbcd916e57dfd,5778,sao paulo,SP,1.0,1.0,49.0,14.1,63.1,1.0,4.0,1.0,22.0,26,-5.0,0.0,2017-12,0.28775510204081634
d887b52c6516beb39e8cd44a5f8b60f7,d9ef95f98d8da3b492bb8c0447910498,delivered,2018-02-03 12:38:58,2018-02-03 12:50:30,2018-02-05 21:26:53,2018-02-22 00:07:55,2018-03-07,a2649503b92028291f011a976619b322,26572,mesquita,RJ,1.0,1.0,84.9,15.35,100.25,1.0,5.0,1.0,18.0,31,-13.0,0.0,2018-02,0.1808009422850412
b276e4f8c0fb86bd82fce576f21713e0,cf8ffeddf027932e51e4eae73b384059,delivered,2018-07-29 23:34:51,2018-07-29 23:45:15,2018-07-30 14:43:00,2018-07-31 22:48:50,2018-08-06,6cbe8a392b76916e84c2faf69d0d0da0,13454,santa barbara d'oeste,SP,1.0,1.0,179.0,9.41,188.41,2.0,5.0,1.0,1.0,7,-6.0,0.0,2018-07,0.05256983240223464
8563039e855156e48fccee4d611a3196,5f16605299d698660e0606f7eae2d2f9,delivered,2018-02-17 15:59:46,2018-02-17 16:15:34,2018-02-20 23:03:56,2018-03-20 00:59:25,2018-03-20,92fd8aa5948e20c43a014c44c025c5e1,77480,alvorada,TO,1.0,1.0,78.0,28.95,106.95,4.0,5.0,1.0,30.0,30,0.0,0.0,2018-02,0.37115384615384617
60550084e6b4c0cb89a87df1f3e5ebd9,f5458ddc3545711efa883dd7ae7c4497,delivered,2018-02-21 18:15:12,2018-02-23 02:10:52,2018-02-27 18:52:09,2018-03-13 23:58:43,2018-03-29,661a5e18a28b34880ccc60112f2b8e8e,62360,ibiapina,CE,1.0,1.0,39.9,26.89,66.79,1.0,4.0,1.0,20.0,35,-16.0,0.0,2018-02,0.6739348370927318
5acce57f8d9dfd55fa48e212a641a69d,295ae9b35379e077273387ff64354b6f,delivered,2017-07-31 21:37:10,2017-08-02 02:56:02,2017-08-03 18:32:48,2017-08-08 21:24:41,2017-08-22,f1f4f45c8602d0db1329eed1c8e935d4,19780,quata,SP,1.0,1.0,27.9,15.1,43.0,1.0,5.0,1.0,7.0,21,-14.0,0.0,2017-07,0.5412186379928315
434d158e96bdd6972ad6e6d73ddcfd22,2a1dfb647f32f4390e7b857c67458536,delivered,2018-06-01 12:23:13,2018-06-05 03:35:15,2018-06-08 11:49:00,2018-06-18 21:32:52,2018-07-17,5f7d7732b351ce851a158528581af05f,54330,jaboatao dos guararapes,PE,1.0,1.0,445.0,63.17,508.17,1.0,5.0,1.0,17.0,45,-29.0,0.0,2018-06,0.14195505617977527
7206b86ea789983f7a273ea7fa0bc2a8,3391c4bc11a817e7973e498b0b023158,delivered,2018-03-26 17:12:18,2018-03-26 17:28:27,2018-03-28 17:22:53,2018-04-05 22:11:18,2018-04-12,1b542f810484d8c042aed33a7c61a218,4561,sao paulo,SP,1.0,1.0,36.9,12.79,49.69,4.0,3.0,1.0,10.0,16,-7.0,0.0,2018-03,0.34661246612466123
1e7aff52cdbb2451ace09d0f848c3699,ddaff536587109b89777e0353215e150,delivered,2017-05-19 18:53:40,2017-05-19 19:05:17,2017-05-22 10:16:07,2017-05-31 13:58:46,2017-06-12,c796780c7daeab9e94cc052b1f103b21,26600,paracambi,RJ,1.0,1.0,119.99,34.2,154.19,4.0,5.0,1.0,11.0,23,-12.0,0.0,2017-05,0.28502375197933166
6ea2f835b4556291ffdc53fa0b3b95e8,c7340080e394356141681bd4c9b8fe31,delivered,2017-11-24 21:27:48,2017-11-25 00:21:09,2017-12-13 21:14:05,2017-12-28 18:59:23,2017-12-21,3e4fd73f1e86b135b9b121d6abbe9597,19400,presidente venceslau,SP,1.0,1.0,339.0,17.12,356.12,10.0,1.0,1.0,33.0,26,7.0,1.0,2017-11,0.05050147492625369
948097deef559c742e7ce321e5e58919,8644be24d48806bc3a88fd59fb47ceb1,delivered,2017-08-04 17:10:39,2017-08-04 17:25:11,2017-08-07 17:52:01,2017-08-12 14:08:40,2017-09-01,4ca5f90433afb5493247f0bafb583483,73350,brasilia,DF,1.0,1.0,69.9,25.77,95.67,9.0,5.0,1.0,7.0,27,-20.0,0.0,2017-08,0.3686695278969957
d22e9fa5731b9e30e8b27afcdc2f8563,756fb9391752dad934e0fe3733378e57,delivered,2018-08-04 23:25:30,2018-08-04 23:35:13,2018-08-06 15:03:00,2018-08-13 23:34:42,2018-09-13,394b2ce444baae9ae609f5d32000de0f,47850,luis eduardo magalhaes,BA,1.0,1.0,99.0,22.62,121.62,1.0,4.0,1.0,9.0,39,-31.0,0.0,2018-08,0.22848484848484849
ee64d42b8cf066f35eac1cf57de1aa85,caded193e8e47b8362864762a83db3c5,shipped,2018-06-04 16:44:48,2018-06-05 04:31:18,2018-06-05 14:32:00,,2018-06-28,08fb46d35bb3ab4037202c23592d1259,13215,jundiai,SP,1.0,1.0,14.49,7.87,22.36,1.0,1.0,1.0,,23,,,2018-06,0.5431331953071084
6ebaec694d7025e2ad4a05dba887c032,4f28355e5c17a4a42d3ce2439a1d4501,delivered,2017-05-18 13:55:47,2017-05-18 14:05:17,2017-05-19 12:01:38,2017-05-29 12:47:20,2017-06-09,4acce2834231e13b1514915adda5ec2b,21910,rio de janeiro,RJ,1.0,1.0,139.0,14.72,153.72,7.0,1.0,1.0,10.0,21,-11.0,0.0,2017-05,0.10589928057553957
d17dc4a904426827ca80f2ccb3a6be56,569cf68214806a39acc0f39344aea67f,delivered,2017-05-14 20:28:25,2017-05-14 20:42:45,2017-05-16 08:17:46,2017-05-25 09:14:31,2017-06-12,c2551ea089b7ebbc67a2ea8757152514,44380,cruz das almas,BA,1.0,1.0,36.9,17.92,54.82,1.0,4.0,1.0,10.0,28,-18.0,0.0,2017-05,0.48563685636856374
25f4376934e13d3508486352e11a5db0,12fd2740039676063a874b9567dfa651,delivered,2018-05-17 16:59:11,2018-05-18 01:17:39,2018-05-18 13:02:00,2018-05-21 15:22:11,2018-05-25,372e0fc66eacb8698e4f9997d366d961,12230,sao jose dos campos,SP,1.0,1.0,69.9,12.43,82.33,5.0,5.0,1.0,3.0,7,-4.0,0.0,2018-05,0.17782546494992846
5820a1100976432c7968a52da59e9364,2b56e94c2f66f2d97cfa63356f69cee8,delivered,2018-07-29 11:24:17,2018-07-29 11:44:19,2018-07-30 13:47:00,2018-08-02 22:09:11,2018-08-13,cc1a30280651daf2d918ed7868575771,95270,flores da cunha,RS,1.0,1.0,33.9,18.34,52.24,1.0,5.0,1.0,4.0,14,-11.0,0.0,2018-07,0.5410029498525074
2ce1ad82022c1ba30c2079502ac725aa,7f2178c5d771e17f507d3c1637339298,delivered,2017-08-09 20:19:05,2017-08-11 04:15:29,2017-08-11 17:52:32,2017-08-16 17:16:44,2017-08-31,12e7a2c201751ddc979e7a45cef500f3,1038,sao paulo,SP,1.0,1.0,115.0,15.56,130.56,1.0,5.0,1.0,6.0,21,-15.0,0.0,2017-08,0.13530434782608697
138849fd84dff2fb4ca70a0a34c4aa1c,9b18f3fc296990b97854e351334a32f6,delivered,2018-02-01 14:02:19,2018-02-03 02:53:07,2018-02-06 19:13:26,2018-02-14 13:41:59,2018-02-23,b2cac0b16835dabf811b204127f58afa,6330,carapicuiba,SP,1.0,1.0,39.47,13.37,52.84,1.0,5.0,1.0,12.0,21,-9.0,0.0,2018-02,0.33873828223967567
47aa4816b27ba60ec948cd019cc1afc1,148348ff65384b4249b762579532e248,delivered,2018-06-26 13:42:52,2018-06-27 08:35:32,2018-06-27 13:20:00,2018-07-03 18:37:46,2018-07-20,db979bdfe0bbba29ecd3df3f6c50bea2,87711,paranavai,PR,1.0,1.0,53.44,18.47,71.91,1.0,5.0,1.0,7.0,23,-17.0,0.0,2018-06,0.3456212574850299
9faeb9b2746b9d7526aef5acb08e2aa0,79183cd650e2bb0d475b0067d45946ac,delivered,2018-07-26 14:39:59,2018-07-26 14:55:10,2018-07-27 12:04:00,2018-07-31 22:26:55,2018-08-16,c77154776ead8e798c2d684205938f71,90620,porto alegre,RS,2.0,1.0,120.0,31.04,151.04,2.0,1.0,1.0,5.0,20,-16.0,0.0,2018-07,0.25866666666666666
641fb0752bf5b5940c376b3a8bb9dc52,f5afca14dfa9dc64251cf2b45c54c363,delivered,2017-12-15 00:06:10,2017-12-15 00:14:55,2017-12-19 01:58:00,2018-01-03 15:09:32,2018-01-16,38cad70d154a4dcc42b598d5c01f7ef1,25211,duque de caxias,RJ,1.0,1.0,369.0,17.33,386.33,10.0,4.0,1.0,19.0,31,-13.0,0.0,2017-12,0.04696476964769647
e425680f760cbc130be3e53a9773c584,f178c1827f67a8467b0385b7378d951a,delivered,2017-08-31 08:15:24,2017-08-31 08:30:17,2017-08-31 20:06:14,2017-09-04 20:59:55,2017-09-20,9d9ab3b77f0416765b3fbedf94a942a4,12070,taubate,SP,1.0,1.0,38.4,11.85,50.25,1.0,5.0,1.0,4.0,19,-16.0,0.0,2017-08,0.30859375
40c5e18f7d112b59b3e5113a59a905b3,67407057a7d5ee17d1cd09523f484d13,delivered,2018-06-11 10:25:52,2018-06-11 10:58:32,2018-06-14 13:03:00,2018-06-19 00:31:13,2018-07-16,7cfba6e55439cae3fd2479d62fafe67f,22240,rio de janeiro,RJ,1.0,1.0,119.9,8.78,128.68,3.0,5.0,1.0,7.0,34,-27.0,0.0,2018-06,0.0732276897414512
734e7d1bbaeb2ff82521ca0fe6fb6f79,2932d241d1f31e6df6c701d52370ae02,delivered,2018-06-11 08:18:19,2018-06-11 08:31:50,2018-06-11 14:54:00,2018-06-14 21:32:21,2018-07-05,f7603d34c795584792a484186233e6e5,3942,sao paulo,SP,1.0,1.0,29.99,13.47,43.46,1.0,5.0,1.0,3.0,23,-21.0,0.0,2018-06,0.44914971657219077
66e4624ae69e7dc89bd50222b59f581f,684fa6da5134b9e4dab731e00011712d,delivered,2018-03-09 14:50:15,2018-03-09 15:40:39,2018-03-15 00:31:19,2018-04-03 13:28:46,2018-04-02,ddf60e20e6e262e2136801ce5cd628b0,49030,aracaju,SE,2.0,1.0,45.98,45.7,91.68,9.0,1.0,1.0,24.0,23,1.0,1.0,2018-03,0.9939103958242715
a685d016c8a26f71a0bb67821070e398,911e4c37f5cafe1604fe6767034bf1ae,delivered,2017-03-13 18:14:36,2017-03-13 18:14:36,2017-03-22 14:03:09,2017-04-06 13:37:16,2017-03-30,51838d41add414a0b1b989b7d251d9ee,13068,campinas,SP,1.0,1.0,84.9,14.36,99.26,1.0,1.0,1.0,23.0,16,7.0,1.0,2017-03,0.1691401648998822
2edfd6d1f0b4cd0db4bf37b1b224d855,241e78de29b3090cfa1b5d73a8130c72,delivered,2017-06-13 21:11:26,2017-06-15 03:05:45,2017-06-16 14:55:37,2017-06-19 18:51:28,2017-07-06,c63e44efa43f3947087aee96b388d949,4658,sao paulo,SP,1.0,1.0,113.0,28.15,141.15,1.0,5.0,1.0,5.0,22,-17.0,0.0,2017-06,0.2491150442477876
68873cf91053cd11e6b49a766db5af1a,4632eb5a8f175f6fe020520ae0c678f3,delivered,2017-11-30 22:02:15,2017-12-02 02:51:18,2017-12-04 22:07:01,2017-12-05 20:28:40,2017-12-18,6da92ae920ab16fc4eceb8fcd7bd43ce,8280,sao paulo,SP,1.0,1.0,79.9,11.76,91.66,1.0,4.0,1.0,4.0,17,-13.0,0.0,2017-11,0.1471839799749687
f346ad4ee8f630e5e4ddaf862a34e6dd,dd5095632e3953fc0947b8ab5176b0be,delivered,2018-08-05 13:09:48,2018-08-05 13:24:34,2018-08-06 13:41:00,2018-08-10 18:35:40,2018-08-15,da45a9a1df408c39f013b9b0b505042c,70680,brasilia,DF,1.0,1.0,39.9,13.76,53.66,1.0,5.0,1.0,5.0,9,-5.0,0.0,2018-08,0.3448621553884712
8f06cc6465925031568537b815f1198d,9916715c2ab6ee1710c9c32f0a534ad2,delivered,2017-11-15 11:31:41,2017-11-15 11:46:42,2017-11-16 22:03:00,2017-11-22 22:41:07,2017-12-05,bf0303939d54b8df5da4762bbaab1955,22631,rio de janeiro,RJ,1.0,1.0,299.0,18.34,317.34,9.0,5.0,1.0,7.0,19,-13.0,0.0,2017-11,0.06133779264214047
ccbabeb0b02433bd0fcbac46e70339f2,c77ee2d8ba1614a4d489a44166894938,delivered,2018-02-19 20:31:09,2018-02-21 06:15:25,2018-02-22 21:04:23,2018-03-09 22:22:25,2018-03-13,9c9cef121cb812cb301babddc2d8331e,38067,uberaba,MG,1.0,1.0,27.9,15.1,43.0,1.0,4.0,1.0,18.0,21,-4.0,0.0,2018-02,0.5412186379928315
688052146432ef8253587b930b01a06d,81e08b08e5ed4472008030d70327c71f,delivered,2018-04-22 08:48:13,2018-04-24 18:25:22,2018-04-23 19:19:14,2018-04-24 19:31:58,2018-05-15,0e764fc1a13e47e900c3d59a989753e8,36045,juiz de fora,MG,2.0,2.0,318.0,28.09,346.09,3.0,4.0,1.0,2.0,22,-21.0,0.0,2018-04,0.08833333333333333
f271576bed568e896f99eb710cd3a6f8,5dda11942d4f77bee3a46d71e442aec4,delivered,2018-01-07 21:44:54,2018-01-07 21:51:28,2018-01-10 21:56:09,2018-01-17 20:26:31,2018-02-14,6a0e43f0d7e1b5539e4c58a26ebe35da,46740,boninal,BA,2.0,1.0,659.8,164.96,824.76,4.0,3.0,1.0,9.0,37,-28.0,0.0,2018-01,0.25001515610791153
686541986ecfb7d9296eb67719973bf0,74805bc388861fa350ed2fade8444e0b,delivered,2018-02-10 13:26:59,2018-02-10 13:35:31,2018-02-14 20:47:38,2018-02-20 22:13:08,2018-03-12,5d710d9a48ebb7fe5ffc2940ff29f346,38401,uberlandia,MG,1.0,1.0,24.89,15.1,39.99,1.0,4.0,1.0,10.0,29,-20.0,0.0,2018-02,0.6066693451185214
